,Voltage(V),Bare Electrode Current (A),PVP Electrode Current (A),Chitosan Electrode Current(A),Chitosan GO Electrode Current(A)
3480,0.08,-0.000005007,-0.000008289,-0.00001987,-0.00001662
3481,0.081,-0.000004916,-0.000008289,-0.00001955,-0.00001662
3482,0.082,-0.000004824,-0.000008289,-0.00001955,-0.00001662
3483,0.083,-0.000004763,-0.000007969,-0.00001955,-0.0000163
3484,0.084,-0.000004671,-0.000007969,-0.00001923,-0.0000163
3485,0.085,-0.00000458,-0.000007969,-0.00001923,-0.0000163
3486,0.086,-0.000004488,-0.000007649,-0.00001923,-0.0000163
3487,0.087,-0.000004427,-0.000007649,-0.00001891,-0.00001598
3488,0.088,-0.000004335,-0.000007649,-0.00001891,-0.00001598
3489,0.089,-0.000004244,-0.000007328,-0.00001859,-0.00001598
3490,0.09,-0.000004183,-0.000007328,-0.00001859,-0.00001566
3491,0.091,-0.000004091,-0.000007328,-0.00001859,-0.00001566
3492,0.092,-0.000003999,-0.000007008,-0.00001827,-0.00001566
3493,0.093,-0.000003908,-0.000007008,-0.00001827,-0.00001534
3494,0.094,-0.000003846,-0.000007008,-0.00001795,-0.00001534
3495,0.095,-0.000003755,-0.000006688,-0.00001795,-0.00001534
3496,0.096,-0.000003694,-0.000006688,-0.00001762,-0.00001502
3497,0.097,-0.000003602,-0.000006688,-0.00001762,-0.00001502
3498,0.098,-0.00000351,-0.000006368,-0.0000173,-0.00001502
3499,0.099,-0.000003449,-0.000006368,-0.0000173,-0.0000147
3500,0.1,-0.000003358,-0.000006048,-0.00001698,-0.0000147
3501,0.101,-0.000003296,-0.000006048,-0.00001698,-0.00001438
3502,0.102,-0.000003205,-0.000006048,-0.00001666,-0.00001438
3503,0.103,-0.000003144,-0.000005728,-0.00001666,-0.00001406
3504,0.104,-0.000003052,-0.000005728,-0.00001634,-0.00001406
3505,0.105,-0.00000296,-0.000005728,-0.00001602,-0.00001406
3506,0.106,-0.000002899,-0.000005408,-0.00001602,-0.00001374
3507,0.107,-0.000002808,-0.000005408,-0.0000157,-0.00001374
3508,0.108,-0.000002747,-0.000005408,-0.00001538,-0.00001342
3509,0.109,-0.000002655,-0.000005088,-0.00001538,-0.00001342
3510,0.11,-0.000002594,-0.000005088,-0.00001506,-0.0000131
3511,0.111,-0.000002533,-0.000005088,-0.00001473,-0.00001278
3512,0.112,-0.000002441,-0.000004768,-0.00001473,-0.00001278
3513,0.113,-0.000002349,-0.000004768,-0.00001441,-0.00001278
3514,0.114,-0.000002288,-0.000004768,-0.00001409,-0.00001246
3515,0.115,-0.000002227,-0.000004448,-0.00001409,-0.00001214
3516,0.116,-0.000002135,-0.000004448,-0.00001345,-0.00001214
3517,0.117,-0.000002074,-0.000004448,-0.00001345,-0.00001182
3518,0.118,-0.000001983,-0.000004128,-0.00001313,-0.00001182
3519,0.119,-0.000001922,-0.000004128,-0.00001281,-0.0000115
3520,0.12,-0.000001861,-0.000003808,-0.00001249,-0.00001118
3521,0.121,-0.000001769,-0.000003808,-0.00001217,-0.00001118
3522,0.122,-0.000001708,-0.000003487,-0.00001185,-0.00001086
3523,0.123,-0.000001616,-0.000003487,-0.00001152,-0.00001054
3524,0.124,-0.000001555,-0.000003487,-0.0000112,-0.00001054
3525,0.125,-0.000001494,-0.000003167,-0.00001088,-0.00001022
3526,0.126,-0.000001402,-0.000003167,-0.00001056,-0.000009895
3527,0.127,-0.000001341,-0.000003167,-0.00001024,-0.000009575
3528,0.128,-0.00000128,-0.000002847,-0.000009919,-0.000009254
3529,0.129,-0.000001188,-0.000002847,-0.000009277,-0.000009254
3530,0.13,-0.000001127,-0.000002527,-0.000008956,-0.000008934
3531,0.131,-0.000001066,-0.000002527,-0.000008635,-0.000008614
3532,0.132,-0.0000009745,-0.000002527,-0.000008314,-0.000008294
3533,0.133,-0.0000009134,-0.000002207,-0.000007993,-0.000007973
3534,0.134,-0.0000008523,-0.000002207,-0.000007351,-0.000007973
3535,0.135,-0.0000007606,-0.000002207,-0.00000703,-0.000007653
3536,0.136,-0.0000006995,-0.000001887,-0.000006387,-0.000007012
3537,0.137,-0.0000006384,-0.000001887,-0.000006066,-0.000007012
3538,0.138,-0.0000005773,-0.000001567,-0.000005745,-0.000006692
3539,0.139,-0.0000005162,-0.000001567,-0.000005103,-0.000006052
3540,0.14,-0.0000004245,-0.000001247,-0.000004461,-0.000006052
3541,0.141,-0.0000003634,-0.000001247,-0.00000414,-0.000005411
3542,0.142,-0.0000003023,-0.000001247,-0.000003498,-0.000005091
3543,0.143,-0.0000002412,-0.0000009268,-0.000003177,-0.000004771
3544,0.144,-0.0000001496,-0.0000009268,-0.000002535,-0.00000445
3545,0.145,-0.00000008846,-0.0000009268,-0.000001893,-0.00000413
3546,0.146,-0.00000002736,-0.0000006067,-0.000001251,-0.00000381
3547,0.147,0.00000003375,-0.0000006067,-0.0000009296,-0.000003169
3548,0.148,0.0000001254,-0.0000002866,-0.0000002875,-0.000002849
3549,0.149,0.0000001865,-0.0000002866,0.0000003547,-0.000002529
3550,0.15,0.0000002476,0.0000000335,0.0000009968,-0.000002208
3551,0.151,0.0000003087,0.0000000335,0.000001639,-0.000001568
3552,0.152,0.0000003698,0.0000000335,0.000002281,-0.000001248
3553,0.153,0.0000004615,0.0000003536,0.000002923,-0.0000009273
3554,0.154,0.0000005226,0.0000003536,0.000003565,-0.0000002868
3555,0.155,0.0000005837,0.0000006737,0.000004207,0.00000003351
3556,0.156,0.0000006448,0.0000006737,0.00000517,0.0000006741
3557,0.157,0.0000007059,0.0000009938,0.000005813,0.0000009943
3558,0.158,0.000000767,0.0000009938,0.000006455,0.000001635
3559,0.159,0.0000008587,0.000001314,0.000007097,0.000002275
3560,0.16,0.0000009198,0.000001314,0.00000806,0.000002596
3561,0.161,0.0000009809,0.000001634,0.000008702,0.000003236
3562,0.162,0.000001042,0.000001634,0.000009665,0.000003556
3563,0.163,0.000001103,0.000001634,0.00001031,0.000004197
3564,0.164,0.000001195,0.000001954,0.00001127,0.000004838
3565,0.165,0.000001256,0.000001954,0.00001191,0.000005158
3566,0.166,0.000001317,0.000002274,0.00001288,0.000005798
3567,0.167,0.000001378,0.000002274,0.00001352,0.000006439
3568,0.168,0.000001439,0.000002594,0.00001448,0.000007079
3569,0.169,0.0000015,0.000002594,0.00001544,0.0000074
3570,0.17,0.000001592,0.000002914,0.00001641,0.00000804
3571,0.171,0.000001653,0.000002914,0.00001737,0.000008681
3572,0.172,0.000001714,0.000003234,0.00001801,0.000009321
3573,0.173,0.000001775,0.000003234,0.00001898,0.000009962
3574,0.174,0.000001836,0.000003554,0.00002026,0.0000106
3575,0.175,0.000001928,0.000003554,0.0000209,0.00001124
3576,0.176,0.000001959,0.000003875,0.00002219,0.00001188
3577,0.177,0.00000205,0.000003875,0.00002315,0.00001252
3578,0.178,0.000002111,0.000004195,0.00002411,0.00001316
3579,0.179,0.000002172,0.000004195,0.00002508,0.00001381
3580,0.18,0.000002234,0.000004515,0.00002604,0.00001445
3581,0.181,0.000002295,0.000004515,0.000027,0.00001509
3582,0.182,0.000002386,0.000004835,0.00002797,0.00001573
3583,0.183,0.000002447,0.000004835,0.00002925,0.00001637
3584,0.184,0.000002509,0.000005155,0.00003021,0.00001701
3585,0.185,0.0000026,0.000005155,0.0000315,0.00001797
3586,0.186,0.000002661,0.000005475,0.00003246,0.00001861
3587,0.187,0.000002722,0.000005475,0.00003342,0.00001925
3588,0.188,0.000002783,0.000005795,0.00003471,0.00001989
3589,0.189,0.000002845,0.000005795,0.00003599,0.00002053
3590,0.19,0.000002936,0.000006115,0.00003695,0.00002149
3591,0.191,0.000002997,0.000006115,0.00003824,0.00002213
3592,0.192,0.000003058,0.000006435,0.0000392,0.00002277
3593,0.193,0.00000312,0.000006755,0.00004049,0.00002341
3594,0.194,0.000003181,0.000006755,0.00004145,0.00002437
3595,0.195,0.000003272,0.000006755,0.00004273,0.00002501
3596,0.196,0.000003333,0.000007075,0.00004402,0.00002566
3597,0.197,0.000003395,0.000007075,0.00004498,0.0000263
3598,0.198,0.000003486,0.000007395,0.00004627,0.00002726
3599,0.199,0.000003547,0.000007716,0.00004723,0.0000279
3600,0.2,0.000003639,0.000007716,0.00004851,0.00002854
3601,0.201,0.0000037,0.000008036,0.0000498,0.00002918
3602,0.202,0.000003761,0.000008036,0.00005108,0.00003014
3603,0.203,0.000003822,0.000008356,0.00005204,0.00003078
3604,0.204,0.000003914,0.000008356,0.00005333,0.00003142
3605,0.205,0.000003975,0.000008676,0.00005461,0.00003238
3606,0.206,0.000004067,0.000008996,0.00005558,0.00003302
3607,0.207,0.000004128,0.000008996,0.00005686,0.00003366
3608,0.208,0.000004189,0.000009316,0.00005814,0.00003462
3609,0.209,0.000004281,0.000009316,0.00005911,0.00003526
3610,0.21,0.000004342,0.000009636,0.00006039,0.00003622
3611,0.211,0.000004403,0.000009956,0.00006168,0.00003686
3612,0.212,0.000004494,0.000009956,0.00006296,0.00003751
3613,0.213,0.000004586,0.00001028,0.00006392,0.00003815
3614,0.214,0.000004647,0.0000106,0.00006521,0.00003879
3615,0.215,0.000004708,0.0000106,0.00006617,0.00003943
3616,0.216,0.0000048,0.0000106,0.00006745,0.00004039
3617,0.217,0.000004861,0.00001092,0.00006874,0.00004103
3618,0.218,0.000004953,0.00001124,0.0000697,0.00004167
3619,0.219,0.000005044,0.00001124,0.00007067,0.00004231
3620,0.22,0.000005105,0.00001156,0.00007195,0.00004295
3621,0.221,0.000005197,0.00001188,0.00007291,0.00004359
3622,0.222,0.000005258,0.00001188,0.0000742,0.00004423
3623,0.223,0.00000535,0.0000122,0.00007516,0.00004487
3624,0.224,0.000005442,0.00001252,0.00007612,0.00004583
3625,0.225,0.000005503,0.00001252,0.00007741,0.00004615
3626,0.226,0.000005594,0.00001284,0.00007837,0.00004679
3627,0.227,0.000005686,0.00001284,0.00007933,0.00004743
3628,0.228,0.000005747,0.00001316,0.00008062,0.00004807
3629,0.229,0.000005839,0.00001348,0.00008158,0.00004871
3630,0.23,0.00000593,0.0000138,0.00008254,0.00004936
3631,0.231,0.000006022,0.0000138,0.00008351,0.00005
3632,0.232,0.000006083,0.00001412,0.00008447,0.00005064
3633,0.233,0.000006175,0.00001444,0.00008543,0.00005096
3634,0.234,0.000006267,0.00001444,0.0000864,0.0000516
3635,0.235,0.000006328,0.00001476,0.00008736,0.00005224
3636,0.236,0.00000645,0.00001508,0.000088,0.00005288
3637,0.237,0.000006541,0.00001508,0.00008897,0.0000532
3638,0.238,0.000006603,0.0000154,0.00008993,0.00005384
3639,0.239,0.000006694,0.00001572,0.00009089,0.00005448
3640,0.24,0.000006786,0.00001572,0.00009153,0.00005512
3641,0.241,0.000006878,0.00001604,0.0000925,0.00005544
3642,0.242,0.000006969,0.00001636,0.00009314,0.00005608
3643,0.243,0.000007061,0.00001668,0.00009378,0.0000564
3644,0.244,0.000007153,0.00001668,0.00009442,0.00005704
3645,0.245,0.000007275,0.000017,0.00009539,0.00005736
3646,0.246,0.000007336,0.00001732,0.00009603,0.00005768
3647,0.247,0.000007458,0.00001764,0.00009667,0.00005832
3648,0.248,0.00000755,0.00001764,0.00009731,0.00005864
3649,0.249,0.000007641,0.00001796,0.00009796,0.00005896
3650,0.25,0.000007764,0.00001828,0.0000986,0.0000596
3651,0.251,0.000007855,0.00001828,0.00009924,0.00005992
3652,0.252,0.000007947,0.0000186,0.00009956,0.00006056
3653,0.253,0.000008039,0.00001892,0.0001002,0.00006088
3654,0.254,0.000008161,0.00001924,0.0001005,0.00006121
3655,0.255,0.000008252,0.00001956,0.0001012,0.00006153
3656,0.256,0.000008375,0.00001988,0.0001015,0.00006185
3657,0.257,0.000008466,0.00001988,0.0001021,0.00006217
3658,0.258,0.000008558,0.0000202,0.0001024,0.00006249
3659,0.259,0.00000868,0.00002052,0.0001028,0.00006281
3660,0.26,0.000008802,0.00002084,0.0001031,0.00006345
3661,0.261,0.000008894,0.00002116,0.0001034,0.00006345
3662,0.262,0.000009016,0.00002148,0.0001037,0.00006377
3663,0.263,0.000009138,0.00002148,0.0001041,0.00006409
3664,0.264,0.00000923,0.0000218,0.0001044,0.00006441
3665,0.265,0.000009352,0.00002212,0.0001047,0.00006441
3666,0.266,0.000009444,0.00002244,0.000105,0.00006505
3667,0.267,0.000009566,0.00002276,0.000105,0.00006505
3668,0.268,0.000009688,0.00002276,0.0001053,0.00006569
3669,0.269,0.000009811,0.00002308,0.0001053,0.00006569
3670,0.27,0.000009933,0.0000234,0.0001057,0.00006601
3671,0.271,0.00001006,0.00002372,0.0001057,0.00006601
3672,0.272,0.00001018,0.00002404,0.0001057,0.00006665
3673,0.273,0.0000103,0.00002436,0.000106,0.00006665
3674,0.274,0.00001042,0.00002468,0.000106,0.00006697
3675,0.275,0.00001054,0.00002468,0.000106,0.00006697
3676,0.276,0.00001067,0.000025,0.000106,0.00006729
3677,0.277,0.00001079,0.00002564,0.000106,0.00006729
3678,0.278,0.00001094,0.00002564,0.000106,0.00006761
3679,0.279,0.00001106,0.00002596,0.000106,0.00006761
3680,0.28,0.00001119,0.00002628,0.0001057,0.00006793
3681,0.281,0.00001134,0.0000266,0.000106,0.00006793
3682,0.282,0.00001146,0.00002692,0.0001057,0.00006825
3683,0.283,0.00001158,0.00002724,0.0001057,0.00006825
3684,0.284,0.00001174,0.00002756,0.0001053,0.00006857
3685,0.285,0.00001186,0.00002788,0.0001053,0.00006857
3686,0.286,0.00001201,0.0000282,0.000105,0.00006889
3687,0.287,0.00001216,0.00002852,0.000105,0.00006889
3688,0.288,0.00001232,0.00002884,0.0001047,0.00006921
3689,0.289,0.00001244,0.00002884,0.0001047,0.00006889
3690,0.29,0.00001259,0.00002916,0.0001044,0.00006921
3691,0.291,0.00001274,0.0000298,0.0001041,0.00006953
3692,0.292,0.0000129,0.00003012,0.0001037,0.00006953
3693,0.293,0.00001302,0.00003012,0.0001037,0.00006953
3694,0.294,0.00001317,0.00003076,0.0001034,0.00006953
3695,0.295,0.00001332,0.00003076,0.0001031,0.00006953
3696,0.296,0.00001348,0.00003108,0.0001028,0.00006985
3697,0.297,0.00001366,0.0000314,0.0001024,0.00006985
3698,0.298,0.00001381,0.00003172,0.0001021,0.00006985
3699,0.299,0.00001397,0.00003236,0.0001021,0.00006985
3700,0.3,0.00001412,0.00003268,0.0001015,0.00007017
3701,0.301,0.0000143,0.000033,0.0001012,0.00007017
3702,0.302,0.00001445,0.00003332,0.0001008,0.00007017
3703,0.303,0.00001464,0.00003364,0.0001005,0.00007017
3704,0.304,0.00001479,0.00003396,0.0001002,0.00007017
3705,0.305,0.00001494,0.00003396,0.00009988,0.00007017
3706,0.306,0.00001513,0.0000346,0.00009956,0.00007049
3707,0.307,0.00001531,0.00003492,0.00009924,0.00007049
3708,0.308,0.00001546,0.00003524,0.00009892,0.00007049
3709,0.309,0.00001565,0.00003556,0.0000986,0.00007049
3710,0.31,0.00001583,0.00003588,0.00009796,0.00007049
3711,0.311,0.00001601,0.0000362,0.00009763,0.00007049
3712,0.312,0.0000162,0.00003652,0.00009731,0.00007049
3713,0.313,0.00001638,0.00003684,0.00009699,0.00007049
3714,0.314,0.00001656,0.00003716,0.00009667,0.00007049
3715,0.315,0.00001675,0.0000378,0.00009603,0.00007049
3716,0.316,0.00001693,0.00003812,0.00009571,0.00007049
3717,0.317,0.00001711,0.00003844,0.00009539,0.00007049
3718,0.318,0.0000173,0.00003876,0.00009507,0.00007049
3719,0.319,0.00001751,0.00003908,0.00009442,0.00007049
3720,0.32,0.00001769,0.0000394,0.0000941,0.00007049
3721,0.321,0.00001788,0.00003972,0.00009378,0.00007049
3722,0.322,0.00001809,0.00004004,0.00009346,0.00007049
3723,0.323,0.00001827,0.00004036,0.00009282,0.00007049
3724,0.324,0.00001849,0.00004068,0.0000925,0.00007049
3725,0.325,0.00001867,0.00004132,0.00009218,0.00007049
3726,0.326,0.00001888,0.00004164,0.00009153,0.00007049
3727,0.327,0.0000191,0.00004196,0.00009121,0.00007049
3728,0.328,0.00001931,0.00004228,0.00009089,0.00007049
3729,0.329,0.00001953,0.0000426,0.00009057,0.00007017
3730,0.33,0.00001971,0.00004293,0.00009025,0.00007049
3731,0.331,0.00001995,0.00004325,0.00008961,0.00007049
3732,0.332,0.00002017,0.00004357,0.00008929,0.00007017
3733,0.333,0.00002038,0.00004421,0.00008897,0.00007017
3734,0.334,0.0000206,0.00004453,0.00008832,0.00007017
3735,0.335,0.00002081,0.00004485,0.000088,0.00007017
3736,0.336,0.00002102,0.00004517,0.00008768,0.00007017
3737,0.337,0.00002124,0.00004549,0.00008736,0.00007017
3738,0.338,0.00002148,0.00004581,0.00008672,0.00007017
3739,0.339,0.00002173,0.00004613,0.0000864,0.00007017
3740,0.34,0.00002194,0.00004645,0.00008608,0.00006985
3741,0.341,0.00002218,0.00004709,0.00008575,0.00006985
3742,0.342,0.0000224,0.00004741,0.00008543,0.00006985
3743,0.343,0.00002264,0.00004773,0.00008479,0.00006985
3744,0.344,0.00002289,0.00004805,0.00008447,0.00006985
3745,0.345,0.00002313,0.00004837,0.00008415,0.00006985
3746,0.346,0.00002338,0.00004869,0.00008383,0.00006953
3747,0.347,0.00002362,0.00004901,0.00008351,0.00006953
3748,0.348,0.00002386,0.00004965,0.00008287,0.00006953
3749,0.349,0.00002411,0.00004997,0.00008287,0.00006953
3750,0.35,0.00002435,0.00005029,0.00008222,0.00006953
3751,0.351,0.0000246,0.00005061,0.0000819,0.00006953
3752,0.352,0.00002484,0.00005093,0.00008158,0.00006953
3753,0.353,0.00002509,0.00005125,0.00008126,0.00006921
3754,0.354,0.00002536,0.00005157,0.00008094,0.00006921
3755,0.355,0.00002561,0.00005189,0.00008062,0.00006921
3756,0.356,0.00002588,0.00005253,0.00007998,0.00006921
3757,0.357,0.00002613,0.00005285,0.00007998,0.00006889
3758,0.358,0.0000264,0.00005317,0.00007933,0.00006889
3759,0.359,0.00002665,0.00005349,0.00007901,0.00006889
3760,0.36,0.00002692,0.00005381,0.00007869,0.00006889
3761,0.361,0.0000272,0.00005413,0.00007837,0.00006889
3762,0.362,0.00002747,0.00005445,0.00007805,0.00006889
3763,0.363,0.00002775,0.00005477,0.00007773,0.00006889
3764,0.364,0.00002802,0.00005509,0.00007741,0.00006857
3765,0.365,0.0000283,0.00005541,0.00007709,0.00006857
3766,0.366,0.00002857,0.00005605,0.00007677,0.00006857
3767,0.367,0.00002881,0.00005637,0.00007644,0.00006857
3768,0.368,0.00002912,0.00005669,0.00007612,0.00006857
3769,0.369,0.00002939,0.00005701,0.0000758,0.00006825
3770,0.37,0.00002967,0.00005733,0.00007548,0.00006825
3771,0.371,0.00002998,0.00005765,0.00007516,0.00006825
3772,0.372,0.00003025,0.00005797,0.00007484,0.00006793
3773,0.373,0.00003053,0.00005829,0.00007452,0.00006793
3774,0.374,0.00003083,0.00005861,0.0000742,0.00006793
3775,0.375,0.00003111,0.00005893,0.00007388,0.00006793
3776,0.376,0.00003141,0.00005925,0.00007355,0.00006793
3777,0.377,0.00003169,0.00005957,0.00007323,0.00006761
3778,0.378,0.00003199,0.00006021,0.00007291,0.00006761
3779,0.379,0.0000323,0.00006053,0.00007291,0.00006761
3780,0.38,0.00003257,0.00006085,0.00007259,0.00006761
3781,0.381,0.00003288,0.00006117,0.00007227,0.00006761
3782,0.382,0.00003318,0.00006117,0.00007195,0.00006729
3783,0.383,0.00003349,0.00006149,0.00007163,0.00006729
3784,0.384,0.00003379,0.00006181,0.00007131,0.00006729
3785,0.385,0.0000341,0.00006245,0.00007099,0.00006729
3786,0.386,0.00003437,0.00006277,0.00007067,0.00006697
3787,0.387,0.00003471,0.00006277,0.00007034,0.00006729
3788,0.388,0.00003502,0.00006341,0.00007034,0.00006697
3789,0.389,0.00003532,0.00006373,0.00007002,0.00006697
3790,0.39,0.00003563,0.00006405,0.0000697,0.00006697
3791,0.391,0.00003593,0.00006405,0.00006938,0.00006665
3792,0.392,0.00003624,0.00006437,0.00006906,0.00006665
3793,0.393,0.00003657,0.00006469,0.00006906,0.00006665
3794,0.394,0.00003688,0.00006501,0.00006874,0.00006665
3795,0.395,0.00003722,0.00006533,0.00006842,0.00006665
3796,0.396,0.00003752,0.00006565,0.0000681,0.00006633
3797,0.397,0.00003783,0.00006597,0.00006778,0.00006633
3798,0.398,0.00003816,0.00006597,0.00006778,0.00006633
3799,0.399,0.00003847,0.00006629,0.00006745,0.00006633
3800,0.4,0.00003881,0.00006661,0.00006713,0.00006601
3801,0.401,0.00003911,0.00006693,0.00006681,0.00006601
3802,0.402,0.00003942,0.00006725,0.00006681,0.00006601
3803,0.403,0.00003975,0.00006757,0.00006649,0.00006569
3804,0.404,0.00004006,0.00006789,0.00006617,0.00006569
3805,0.405,0.00004039,0.00006821,0.00006585,0.00006569
3806,0.406,0.00004073,0.00006821,0.00006585,0.00006569
3807,0.407,0.00004104,0.00006853,0.00006553,0.00006537
3808,0.408,0.00004137,0.00006885,0.00006521,0.00006537
3809,0.409,0.00004168,0.00006917,0.00006521,0.00006537
3810,0.41,0.00004201,0.00006949,0.00006489,0.00006537
3811,0.411,0.00004235,0.00006949,0.00006457,0.00006537
3812,0.412,0.00004265,0.00006981,0.00006457,0.00006537
3813,0.413,0.00004299,0.00006981,0.00006424,0.00006505
3814,0.414,0.00004333,0.00007013,0.00006392,0.00006505
3815,0.415,0.00004363,0.00007045,0.00006392,0.00006505
3816,0.416,0.00004397,0.00007077,0.0000636,0.00006473
3817,0.417,0.0000443,0.00007109,0.00006328,0.00006473
3818,0.418,0.00004461,0.00007109,0.00006328,0.00006473
3819,0.419,0.00004495,0.00007109,0.00006296,0.00006473
3820,0.42,0.00004528,0.00007141,0.00006264,0.00006473
3821,0.421,0.00004559,0.00007173,0.00006264,0.00006441
3822,0.422,0.00004592,0.00007205,0.00006232,0.00006441
3823,0.423,0.00004626,0.00007205,0.00006232,0.00006441
3824,0.424,0.0000466,0.00007237,0.000062,0.00006409
3825,0.425,0.0000469,0.00007237,0.00006168,0.00006409
3826,0.426,0.00004724,0.00007269,0.00006168,0.00006409
3827,0.427,0.00004757,0.00007269,0.00006135,0.00006409
3828,0.428,0.00004788,0.00007301,0.00006135,0.00006409
3829,0.429,0.00004818,0.00007301,0.00006103,0.00006377
3830,0.43,0.00004852,0.00007333,0.00006103,0.00006377
3831,0.431,0.00004886,0.00007333,0.00006071,0.00006377
3832,0.432,0.00004916,0.00007365,0.00006039,0.00006377
3833,0.433,0.0000495,0.00007365,0.00006039,0.00006345
3834,0.434,0.0000498,0.00007397,0.00006007,0.00006345
3835,0.435,0.00005014,0.00007397,0.00006007,0.00006345
3836,0.436,0.00005045,0.00007429,0.00005975,0.00006345
3837,0.437,0.00005075,0.00007429,0.00005943,0.00006345
3838,0.438,0.00005109,0.00007429,0.00005943,0.00006313
3839,0.439,0.00005139,0.00007461,0.00005911,0.00006313
3840,0.44,0.0000517,0.00007461,0.00005911,0.00006313
3841,0.441,0.000052,0.00007461,0.00005879,0.00006281
3842,0.442,0.00005234,0.00007493,0.00005879,0.00006281
3843,0.443,0.00005265,0.00007493,0.00005847,0.00006281
3844,0.444,0.00005295,0.00007493,0.00005847,0.00006281
3845,0.445,0.00005326,0.00007493,0.00005814,0.00006249
3846,0.446,0.00005356,0.00007525,0.00005814,0.00006249
3847,0.447,0.00005387,0.00007525,0.00005782,0.00006249
3848,0.448,0.00005417,0.00007525,0.00005782,0.00006217
3849,0.449,0.00005448,0.00007557,0.0000575,0.00006217
3850,0.45,0.00005478,0.00007557,0.0000575,0.00006217
3851,0.451,0.00005509,0.00007557,0.00005718,0.00006217
3852,0.452,0.0000554,0.00007557,0.00005718,0.00006185
3853,0.453,0.00005567,0.00007557,0.00005686,0.00006185
3854,0.454,0.00005598,0.00007589,0.00005686,0.00006185
3855,0.455,0.00005625,0.00007589,0.00005654,0.00006185
3856,0.456,0.00005656,0.00007589,0.00005654,0.00006153
3857,0.457,0.00005686,0.00007589,0.00005622,0.00006153
3858,0.458,0.00005714,0.00007589,0.00005622,0.00006153
3859,0.459,0.00005741,0.00007589,0.00005622,0.00006153
3860,0.46,0.00005769,0.00007589,0.0000559,0.00006153
3861,0.461,0.00005796,0.00007589,0.0000559,0.00006121
3862,0.462,0.00005827,0.00007621,0.00005558,0.00006121
3863,0.463,0.00005854,0.00007621,0.00005558,0.00006121
3864,0.464,0.00005882,0.00007621,0.00005525,0.00006121
3865,0.465,0.00005906,0.00007621,0.00005525,0.00006088
3866,0.466,0.00005934,0.00007621,0.00005493,0.00006088
3867,0.467,0.00005961,0.00007621,0.00005493,0.00006088
3868,0.468,0.00005986,0.00007621,0.00005461,0.00006088
3869,0.469,0.00006013,0.00007621,0.00005461,0.00006088
3870,0.47,0.00006038,0.00007621,0.00005461,0.00006056
3871,0.471,0.00006065,0.00007621,0.00005429,0.00006056
3872,0.472,0.00006089,0.00007621,0.00005429,0.00006024
3873,0.473,0.00006114,0.00007589,0.00005397,0.00006024
3874,0.474,0.00006138,0.00007589,0.00005397,0.00006024
3875,0.475,0.00006163,0.00007589,0.00005397,0.00006024
3876,0.476,0.00006187,0.00007589,0.00005365,0.00005992
3877,0.477,0.00006212,0.00007589,0.00005365,0.00005992
3878,0.478,0.00006236,0.00007589,0.00005333,0.00005992
3879,0.479,0.00006258,0.00007589,0.00005333,0.00005992
3880,0.48,0.00006282,0.00007589,0.00005333,0.00005992
3881,0.481,0.00006303,0.00007589,0.00005301,0.0000596
3882,0.482,0.00006328,0.00007557,0.00005301,0.0000596
3883,0.483,0.00006349,0.00007557,0.00005269,0.00005928
3884,0.484,0.00006371,0.00007557,0.00005269,0.0000596
3885,0.485,0.00006392,0.00007557,0.00005237,0.00005928
3886,0.486,0.00006413,0.00007557,0.00005237,0.00005928
3887,0.487,0.00006435,0.00007525,0.00005237,0.00005928
3888,0.488,0.00006456,0.00007525,0.00005204,0.00005896
3889,0.489,0.00006474,0.00007525,0.00005204,0.00005896
3890,0.49,0.00006493,0.00007525,0.00005204,0.00005896
3891,0.491,0.00006514,0.00007525,0.00005172,0.00005896
3892,0.492,0.00006532,0.00007493,0.00005172,0.00005896
3893,0.493,0.00006551,0.00007493,0.00005172,0.00005864
3894,0.494,0.00006569,0.00007493,0.0000514,0.00005864
3895,0.495,0.00006587,0.00007493,0.0000514,0.00005864
3896,0.496,0.00006606,0.00007461,0.00005108,0.00005864
3897,0.497,0.00006624,0.00007461,0.00005108,0.00005832
3898,0.498,0.00006639,0.00007461,0.00005108,0.00005832
3899,0.499,0.00006658,0.00007429,0.00005076,0.00005832
3900,0.5,0.00006673,0.00007429,0.00005076,0.00005832
3901,0.501,0.00006691,0.00007429,0.00005076,0.000058
3902,0.502,0.00006707,0.00007397,0.00005044,0.000058
3903,0.503,0.00006722,0.00007397,0.00005044,0.000058
3904,0.504,0.00006737,0.00007397,0.00005044,0.000058
3905,0.505,0.00006749,0.00007365,0.00005012,0.00005768
3906,0.506,0.00006762,0.00007365,0.00005012,0.00005768
3907,0.507,0.00006777,0.00007333,0.00005012,0.00005768
3908,0.508,0.00006789,0.00007333,0.0000498,0.00005768
3909,0.509,0.00006804,0.00007333,0.0000498,0.00005736
3910,0.51,0.00006817,0.00007333,0.0000498,0.00005736
3911,0.511,0.00006829,0.00007301,0.00004948,0.00005736
3912,0.512,0.00006841,0.00007301,0.00004948,0.00005736
3913,0.513,0.00006853,0.00007269,0.00004948,0.00005704
3914,0.514,0.00006862,0.00007269,0.00004915,0.00005704
3915,0.515,0.00006875,0.00007237,0.00004915,0.00005704
3916,0.516,0.00006884,0.00007237,0.00004915,0.00005704
3917,0.517,0.00006893,0.00007237,0.00004883,0.00005672
3918,0.518,0.00006905,0.00007205,0.00004883,0.00005672
